""	Length	gencodeID	ensemblID	gene_type	Symbol	EntrezID	Class	meanExprs	NumTx	gencodeTx	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENSG00000158417.10	7883	ENSG00000158417.10	ENSG00000158417	protein_coding	EIF5B	9669	InGen	8.17919907182737	5	ENST00000289371.10|ENST00000617677.1|ENST00000470868.1|ENST00000494190.1|ENST00000470023.1	-0.388211724473743	6.25917826879184	-6.49897198684534	4.34727076512914e-10	1.03099873465803e-05	12.5346589734122	0.0879307298300702
ENSG00000226085.3	820	ENSG00000226085.3	ENSG00000226085	processed_pseudogene	UQCRFS1P1		InGen	0.917915960598602	1	ENST00000435169.1	-0.874511493420362	-0.177232309354172	-5.78932123403429	2.10960662116944e-08	0.000175463153738613	8.49828701138886	0.118912043525858
ENSG00000230793.1	1225	ENSG00000230793.1	ENSG00000230793	processed_pseudogene	SMARCE1P5		InGen	0.259154815046144	1	ENST00000412207.1	-0.703150159664297	-1.55264916520957	-5.77963574143528	2.21955414579119e-08	0.000175463153738613	7.79499543318309	0.200411418402348
ENSG00000229419.1	6232	ENSG00000229419.1	ENSG00000229419	processed_pseudogene	RALGAPA1P1		InGen	0.383058127995561	1	ENST00000443361.1	-0.56100412088988	1.2176013031489	-5.46309378195823	1.12900724678548e-07	0.000590418864963931	7.29289898676316	0.213152606295271
ENSG00000231841.1	762	ENSG00000231841.1	ENSG00000231841	processed_pseudogene	RP11-206F17.2		InGen	0.40897985344896	1	ENST00000414628.1	-0.804788304957735	-1.67531959183963	-5.44367712485558	1.24476906932858e-07	0.000590418864963931	6.23768281243664	0.22388093457165
ENSG00000260816.2	4284	ENSG00000260816.2	ENSG00000260816	sense_intronic	RP11-319G9.3		InGen	0.0724546152669406	1	ENST00000568885.2	-0.933895537411405	-1.7659314635358	-5.31388961834765	2.37469200242818e-07	0.000938636592159778	5.72776123283675	0.0654383564026711
ENSG00000277715.1	2028	ENSG00000277715.1	ENSG00000277715	antisense	RP11-651L5.3		InGen	1.2087801353755	1	ENST00000611145.1	0.254543583459506	1.57109886933682	5.07029123298376	7.73655950023129e-07	0.00262114635867836	5.56425795845677	0.116812179808901
ENSG00000241506.1	1320	ENSG00000241506.1	ENSG00000241506	processed_pseudogene	PSMC1P1		InGen	1.20257734332243	1	ENST00000478110.1	-0.57059931290078	0.79203248102788	-4.69917353773352	4.31548128040381e-06	0.0122917655425162	3.95168985931752	0.127415670056117
ENSG00000226696.5	1248	ENSG00000226696.5	ENSG00000226696	antisense	LENG8-AS1	104355426	InGen	2.34711911718925	3	ENST00000429922.5|ENST00000416022.1|ENST00000448978.1	0.230639912029628	1.64122315877359	4.68185226182385	4.66460996300581e-06	0.0122917655425162	3.90411362228744	0.143516526931176
ENSG00000086598.10	3830	ENSG00000086598.10	ENSG00000086598	protein_coding	TMED2	10959	InGen	17.2577868593668	5	ENST00000262225.7|ENST00000438031.2|ENST00000543425.1|ENST00000544188.1|ENST00000509052.2	-0.114492786668424	6.34224752877489	-4.60935954530126	6.44436254673911e-06	0.014442994268529	3.30454775517867	0.598328451883856
ENSG00000087116.14	8726	ENSG00000087116.14	ENSG00000087116	protein_coding	ADAMTS2	9509	InGen	0.462344571003594	5	ENST00000251582.11|ENST00000522937.1|ENST00000523450.1|ENST00000518335.2|ENST00000274609.5	0.353140511868745	2.08305501216075	4.59026245053099	7.01257426089701e-06	0.014442994268529	3.50751341568667	0.122850885532202
ENSG00000131165.14	3208	ENSG00000131165.14	ENSG00000131165	protein_coding	CHMP1A	5119	InGen	17.5925754743944	10	ENST00000397901.7|ENST00000547687.1|ENST00000535997.6|ENST00000549139.5|ENST00000550102.5|ENST00000549328.1|ENST00000551981.5|ENST00000548650.1|ENST00000547614.5|ENST00000550872.1	0.135319852542915	6.05376719730029	4.52897623997467	9.18028088834101e-06	0.014442994268529	2.97325401972988	0.194490794827829
ENSG00000233045.1	637	ENSG00000233045.1	ENSG00000233045	processed_pseudogene	AC097523.1		InGen	0.228006966677535	1	ENST00000429515.1	-0.908258124450266	-2.82292304750936	-4.52566367026725	9.31417325979472e-06	0.014442994268529	2.24329168689124	0.203409531030134
ENSG00000244153.1	2769	ENSG00000244153.1	ENSG00000244153	processed_pseudogene	WWP1P1		InGen	0.0950276593757156	1	ENST00000466609.1	-0.481121549343066	-1.63425692426627	-4.50840810637843	1.00425443624825e-05	0.014442994268529	2.7580986528028	0.331959089526382
ENSG00000234912.10	3118	ENSG00000234912.10	ENSG00000234912	processed_transcript	SNHG20	654434	InGen	2.74125724910315	6	ENST00000568363.5|ENST00000434411.5|ENST00000565256.1|ENST00000566583.5|ENST00000366365.2|ENST00000630554.1	0.215320347477953	3.37866625178345	4.50772787886473	1.00723504090288e-05	0.014442994268529	3.06904311504425	0.11100505344487
ENSG00000182400.14	4533	ENSG00000182400.14	ENSG00000182400	protein_coding	TRAPPC6B	122553	InGen	15.0447594040079	7	ENST00000469361.5|ENST00000330149.9|ENST00000347691.9|ENST00000557764.5|ENST00000555269.5|ENST00000554018.1|ENST00000556765.1	0.119311927388311	6.40599949168832	4.49394701220131	1.06948222785656e-05	0.014442994268529	2.8259814204255	0.230068272002864
ENSG00000273723.1	975	ENSG00000273723.1	ENSG00000273723	lincRNA	RP11-93H24.3		InGen	1.13114145490533	1	ENST00000620372.1	0.274405489962146	0.302727180811236	4.49393973339494	1.06951606189785e-05	0.014442994268529	3.12650047304961	0.159844822541106
ENSG00000166839.16	5042	ENSG00000166839.16	ENSG00000166839	protein_coding	ANKDD1A	348094	InGen	3.28704994695777	10	ENST00000496480.5|ENST00000491145.5|ENST00000319580.12|ENST00000496660.5|ENST00000513267.2|ENST00000483400.5|ENST00000395720.2|ENST00000395723.5|ENST00000620154.4|ENST00000611260.1	0.230099701914383	4.26289118961114	4.48553052983811	1.10929899352025e-05	0.014442994268529	2.8882275321718	0.0841006940743258
ENSG00000008952.16	7928	ENSG00000008952.16	ENSG00000008952	protein_coding	SEC62	7095	InGen	22.9188844884365	10	ENST00000461933.1|ENST00000337002.8|ENST00000460513.5|ENST00000480708.5|ENST00000487736.5|ENST00000469515.6|ENST00000481435.5|ENST00000497277.1|ENST00000469890.1|ENST00000470355.1	-0.14643633900949	7.86759148701008	-4.46765390556753	1.19864653037759e-05	0.014442994268529	2.69098276403673	0.0578169981037104
ENSG00000198406.7	826	ENSG00000198406.7	ENSG00000198406	processed_pseudogene	BZW1P2		InGen	0.826021637744187	1	ENST00000473537.1	-0.703862947666418	-0.75170694389592	-4.44324136115656	1.33188379166335e-05	0.014442994268529	2.73319912505348	0.100825742066107
